行政區,事故,死亡,受傷
太保市,780,15,1803
水上鄉,761,15,1747
大林鎮,671,10,1542
民雄鄉,1911,10,4315
中埔鄉,675,9,1516
朴子市,803,8,1820
義竹鄉,150,8,318
東石鄉,229,7,523
六腳鄉,274,7,626
新港鄉,527,6,1180
鹿草鄉,151,5,359
竹崎鄉,400,5,903
布袋鎮,217,5,498
番路鄉,202,3,477
溪口鄉,167,3,371
阿里山鄉,77,2,202
梅山鄉,218,1,488
大埔鄉,61,1,130
