行政區,事故,死亡,受傷
彰化市,6261,29,13856
員林市,2808,17,6197
鹿港鎮,1993,16,4355
和美鎮,1757,14,3859
二林鎮,779,12,1701
溪州鄉,392,12,865
花壇鄉,926,10,2050
福興鄉,971,10,2127
線西鄉,297,9,656
埤頭鄉,481,9,1085
北斗鎮,705,9,1539
社頭鄉,504,8,1084
溪湖鎮,1041,8,2299
伸港鄉,520,7,1137
埔鹽鄉,405,7,897
芬園鄉,373,6,811
大村鄉,623,6,1393
大城鄉,165,6,369
芳苑鄉,331,5,745
秀水鄉,770,4,1721
永靖鄉,498,4,1110
田尾鄉,350,4,768
田中鎮,573,3,1249
埔心鄉,656,3,1440
竹塘鄉,116,2,263
二水鄉,101,1,216
