行政區,事故,死亡,受傷
太保市,451,10,593
中埔鄉,477,10,614
大林鎮,325,7,409
朴子市,486,6,654
民雄鄉,1077,6,1451
水上鄉,471,6,653
鹿草鄉,100,5,124
新港鄉,334,4,417
番路鄉,129,4,170
布袋鎮,148,4,195
六腳鄉,142,4,185
溪口鄉,81,3,114
義竹鄉,106,3,124
竹崎鄉,210,3,282
大埔鄉,32,2,35
梅山鄉,99,2,123
東石鄉,112,2,134
阿里山鄉,26,0,29
