2023,1,20230101,180037,A2,屏東縣政府警察局,"屏東縣枋寮鄉台1線 441公里北側",晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,70,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,道路工事(程)中,良好,良好,無號誌,無號誌,無,無分向設施,車道線(無標記),快慢車道分隔線,有,車與車,追撞,駕駛人,未注意車前狀態,死亡0;受傷1,1,機車,大型重型2(250-550C.C.),男,39,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,,,駕駛人,未注意車前狀態,否,120.612678,22.341696
2023,1,20230102,140337,A2,屏東縣政府警察局,"屏東縣枋山鄉台1線 449公里",晴,日間自然光線,省道,70,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),快慢車道分隔線,有,人與汽(機)車,同向通行中,駕駛人,未保持行車安全間隔,死亡0;受傷1,1,小客車,自用,男,26,不明,不明,車的狀態,向前直行中,汽車,右側車身,,,駕駛人,未保持行車安全間隔,是,120.644280,22.295775
2023,1,20230102,150554,A2,屏東縣政府警察局,"屏東縣枋山鄉台1線 441公里700.0公尺處",晴,日間自然光線,市區道路,70,單路部分,直路,路段,慢車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(無標記),快慢車道分隔線,有,汽(機)車本身,路上翻車、摔倒,駕駛人,未注意車前狀態,死亡0;受傷2,1,機車,普通重型,女,21,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,,,駕駛人,未注意車前狀態,否,120.649689,22.276758
2023,1,20230108,173000,A2,屏東縣政府警察局,"屏東縣枋山鄉台1線 457公里700.0公尺處南側",晴,日間自然光線,省道,60,單路部分,彎曲路及附近,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,窄式附柵欄,禁止變換車道線(附標記),快慢車道分隔線,有,車與車,側撞,駕駛人,超速失控,死亡0;受傷4,1,小客車,自用,男,27,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,,,駕駛人,超速失控,否,120.649593,22.275740
2023,1,20230109,202000,A2,屏東縣政府警察局,屏東縣枋山鄉台1線442.5k,晴,夜間(或隧道、地下道、涵洞)無照明,村里道路,70,單路部分,直路,路段,慢車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),快慢車道分隔線,有,汽(機)車本身,路上翻車、摔倒,駕駛人,未注意車前狀態,死亡0;受傷2,1,機車,普通重型,男,23,不明,不明,車的狀態,向前直行中,機車,前車頭,,,駕駛人,未注意車前狀態,否,120.649593,22.275740
2023,1,20230110,180258,A2,屏東縣政府警察局,"屏東縣枋山鄉台1線 442.3公里",晴,夜間(或隧道、地下道、涵洞)無照明,省道,40,單路部分,直路,路段,慢車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),快慢車道分隔線,有,車與車,追撞,駕駛人,未注意車前狀態,死亡0;受傷2,1,機車,普通重型,女,38,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,,,駕駛人,未注意車前狀態,否,120.614855,22.335756
2023,1,20230110,222500,A2,屏東縣政府警察局,屏東縣枋山鄉加祿57號前,晴,夜間(或隧道、地下道、涵洞)有照明,村里道路,70,單路部分,直路,路段,慢車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),快慢車道分隔線,有,汽(機)車本身,撞動物,駕駛人,未注意車前狀態,死亡0;受傷2,1,機車,普通重型,女,18,不明,不明,車的狀態,向前直行中,機車,前車頭,,,駕駛人,未注意車前狀態,否,120.624620,22.330971
2023,1,20230113,035000,A2,屏東縣政府警察局,"屏東縣枋山鄉台1線 442公里100.0公尺處北側向內側",晴,夜間(或隧道、地下道、涵洞)無照明,省道,70,交岔路,四岔路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),快慢車道分隔線,有,汽(機)車本身,撞交通島,駕駛人,未注意車前狀態,死亡0;受傷2,1,小貨車(含客、貨兩用),自用,男,34,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,左前車頭(身),,,駕駛人,未注意車前狀態,否,120.612780,22.341465
2023,1,20230115,081023,A2,屏東縣政府警察局,屏東縣枋山鄉嘉和路172號,晴,日間自然光線,市區道路,70,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(無標記),快慢車道分隔線,有,汽(機)車本身,路上翻車、摔倒,駕駛人,未注意車前狀態,死亡0;受傷2,1,小客車,自用,男,35,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,,,駕駛人,未注意車前狀態,否,120.623399,22.327254
2023,1,20230122,091517,A2,屏東縣政府警察局,"屏東縣枋山鄉台1線 451公里500.0公尺處北側",晴,日間自然光線,市區道路,70,單路部分,直路,路段,慢車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),禁止變換車道線(附標記),快慢車道分隔線,有,車與車,側撞,駕駛人,違規超車,死亡0;受傷1,1,機車,普通重型,男,17,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,超車(含超越),機車,右側車身,,,駕駛人,違規超車,否,120.647846,22.281109
2023,1,20230122,092110,A2,屏東縣政府警察局,"屏東縣枋山鄉台1線 445公里",晴,日間自然光線,省道,30,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,路上有停車,不良,路上停放車輛,行車管制號誌,正常,中央分向島,寛式(50公分以上),車道線(附標記),快慢車道分隔線,有,車與車,路口交岔撞,駕駛人,違反號誌管制或指揮,死亡0;受傷1,1,機車,普通重型,男,38,未戴案全帽或未繫安全帶(未使用幼童安全椅),未使用,車的狀態,向前直行中,機車,右側車身,,,駕駛人,違反號誌管制或指揮,否,120.630404,22.321923
